,name,equipment,primaryMuscleGroups,primaryMuscles,secondaryMuscleGroups,type,tags,instructions
238,strap pronating curl,misc,['arms'],"['biceps', 'pronators', 'brachioradialis']",[],isolation,[],"Attach a weight onto the end of a strap and hold the other end at your side with a supinated starting grip and a straight arm. While keeping your elbows close to your side, curl the weight up by bending your elbow as much as possible while turning your wrist inwards as much as possible. Do not swing during the motion and keep your back angle straight. Return the weight to the starting position by straightening your arm."
239,cable overhead tricep extension,cable,['arms'],['triceps'],[],isolation,[],"Grasp the cable attachment of a high cable with a pronated grip within shoulder width. Assume starting position by facing away from the cable machine, leaning over with an athletic stance and your head down, and positioning the cable attachment behind the top of your head. Your elbows should be bent by the pull of the cable and beside your face. Keeping your elbows in the same position, straighten your arm to push the attachment down and forwards until your arms are straight. Maintaining elbow position, allow the attachment to return to the starting position with bent elbows."
240,cable rope overhead tricep extension,cable,['arms'],['triceps'],[],isolation,[],"Grasp the rope attachment of a high cable with a neutral grip within shoulder width. Assume starting position by facing away from the cable machine, leaning over with an athletic stance and your head down, and positioning the rope attachment behind the top of your head. Your elbows should be bent by the pull of the cable and beside your face. Keeping your elbows in the same position, straighten your arm to push the rope attachment down and forwards until your arms are straight. Maintaining elbow position, allow the rope to return to the starting position with bent elbows."
241,ez bar preacher curl,barbell,['arms'],['biceps'],[],isolation,[],"Set up behind a preacher bench, with your upper arms resting on the pad. Grasp the barbell with a supinated grip within shoulder width and with straight arms. Curl the barbell up and towards yourself by bending at the elbows as much as you can while keeping the upper arm supported on the pad. Lower the barbell back to the original position with straight arms."
242,standing ez bar tricep extension,barbell,['arms'],['triceps'],[],isolation,[],"Stand with a barbell held overhead with a grip narrower than shoulder width and a pronated grip. Straighten your arms. Keeping your elbow position the same, lower the barbell behind your head by bending the elbows as much as possible and pointing them forwards. Push with the triceps to return the barbell to the overhead starting position with straight arms, still keeping the elbows in the same position."
243,low bar squat,barbell,"['legs', 'back']","['quadriceps', 'gluteal muscles', 'erector spinae']",['core'],compound,['powerlifting'],"Set up in front of a racked barbell at shoulder height. Grip the bar evenly on the barbell outside of shoulder width. Step underneath the bar and place it on top of your rear deltoids with retracted and depressed scapula, ensuring that it is stable. Stand up with the bar to unrack it and step backwards to clear the rack. Set your feet at a comfortable width and angle, usually at shoulder width with toes pointed out slightly. Take a deep breath and brace your core. Squat down by bending at the hips and knees to a comfortable depth, allowing your torso to lean forwards significantly to approximately 45 degrees. Aim for your thighs to be parallel or beneath parallel to the floor. Stand back up with the weight to the starting position by extending the hips and knees until your torso angle and legs are straight."
244,barbell lunge,barbell,['legs'],"['gluteal muscles', 'quadriceps']",[],compound,[],Stand holding a barbell on your upper back and with your feet together. Step forwards with one foot and lower your body by bending at the knees until the knee of your rear leg touches the floor. Keep your body upright throughout the motion. Stand back up and return your front leg to beside your hind leg.
245,barbell walking lunge,barbell,['legs'],"['gluteal muscles', 'quadriceps']",[],compound,[],"Stand holding a barbell on your upper back and with your feet together. Step forwards with one foot and lower your body by bending at the knees until the knee of your rear leg touches the floor. Keep your body upright throughout the motion. Stand back up and step forwards with your back leg so it is beside your front leg. Repeat this motion, reversing the roles of your left and right legs."
246,single leg dumbbell split squat,dumbbells,['legs'],"['gluteal muscles', 'quadriceps']",[],compound,[],Stand holding two dumbbells at your sides with straight arms and with the top of one of your feet resting on an elevated surface behind you. Lower your body by bending at the knees until the knee of your rear leg is almost touching the floor. Keep your body upright throughout the motion. Stand back up by straightening your front leg.
247,deadbug,body weight,['core'],"['rectus abdominis', 'transverse abdominis', 'obliques']",[],isolation,[],"Lie on the floor on your back, ensuring that your lower back maintains contact with the floor fully. Raise your arms straight up in front of you, and raise your legs such that your thighs are perpendicular to the floor. Your knees should be bent at 90 degrees. Straighten one of your legs and hover it above the floor while raising your arm on the opposite side up above your head. Return your moved arm and leg to the starting position and repeated with the opposite sides."
248,mountain climber,body weight,['core'],"['obliques', 'rectus abdominis', 'transverse abdominis']","['arms', 'shoulders']",isolation,[],"Assume a plank position on the floor, but supporting your torso on your hands rather than your forearms. Your arms and legs should be staright. Bend one of your legs and bring the knee of that leg as close to your chest as possible, before straightening it back to the starting position. Repeat the movement with your opposite leg."
249,side crunch,body weight,['core'],['obliques'],[],isolation,[],"Assume a side plank position. Lie on the floor on your side, supporting your body on the forearm of your arm closest to the floor, and on the outer edge of your foot cloest to the floor. Your body should be straight. Allow your hips to dip until they are close to the ground. Raise your hips as high as possible, crunching the side of your waist which is closest to the floor. Lower your hips back to the starting position slightly above the floor."
250,l sit,body weight,['core'],"['rectus abdominis', 'transverse abdominis']","['shoulders', 'arms']",compound,['calisthenics'],"Sit on the floor with your legs straight and your toes pointed away from you. With your arms directly to the sides of your torso, push your body slightly above the floor, such that your bottom and legs are now elevated. Ensure that your arms are competely straight and your scapula are pulled down and back. Your torso angle should be upright. Hold this position."
251,box squat,barbell,"['legs', 'back']","['quadriceps', 'gluteal muscles', 'erector spinae']",['core'],compound,['powerlifting'],"Set up with a sturdy surface directly benhind you which is tall enough for you to sit on at proper squat depth. This is often a plyometric box or a bench. Perform a squat with the barbell on your back, sitting momentarily on the surface behind you before standing back up."
252,slingshot bench,barbell,"['arms', 'chest']","['lower chest', 'triceps']",['shoulders'],compound,['powerlifting'],Wear a slingshot on your elbows so that it lays across your chest. Perform the bench press with the slingshot equipped.
